# index, is_user, name, tags, _pos
150,1,55316,[],"array([4.77074715, 2.90658048])"
151,0,24535,[],"array([4.73074426, 2.97696995])"
152,1,119448,[],"array([4.75755183, 2.76147359])"
153,0,17697,"['bakery', 'brownies', 'cookies', 'cupcake', 'cupcakes', 'dessert', 'desserts', 'pudding', 'trendy']","array([4.79117317, 2.83305323])"
154,1,231211,[],"array([4.88262615, 2.65604227])"
155,0,407167,['brunch'],"array([4.85967564, 2.71328252])"
156,1,32738,[],"array([4.81933642, 2.72099301])"
157,0,7357,"['bravo', 'cocktails', 'garden', 'locavore', 'pasta', 'pizza', 'vegetarian-friendly', 'wine']","array([4.81830207, 2.71435454])"
158,1,129977,[],"array([4.79891825, 2.82537948])"
159,0,17415,['gossip'],"array([4.79941958, 2.79153986])"
160,1,91070,[],"array([4.81171557, 2.8255072 ])"
161,0,22218,"['burritos', 'mexican']","array([4.80659612, 2.83949939])"
162,1,50503,[],"array([4.83236994, 2.84972819])"
163,1,208163,[],"array([4.77866612, 2.84362373])"
164,0,174401,"['art', 'cafe', 'events', 'milk']","array([4.7515562 , 2.84282587])"
165,1,38272,[],"array([4.81631632, 2.823807  ])"
166,0,480,['best'],"array([4.76444144, 2.85083291])"
167,1,264057,[],"array([4.80098567, 2.83923721])"
168,0,131078,[],"array([4.75620705, 2.89132257])"
169,1,43577,[],"array([4.8393842 , 2.78561814])"
170,0,1376,['bar'],"array([4.83727875, 2.7989746 ])"
171,0,30518,[],"array([4.81250214, 2.89223624])"
172,1,59283,[],"array([4.79609933, 2.8403283 ])"
173,1,74111,[],"array([4.74210504, 2.89646753])"
174,0,655,['amazing'],"array([4.76795797, 2.83874625])"
175,1,17374,[],"array([4.87457615, 2.7645528 ])"
176,0,25751,"['coffee', 'douchbags']","array([4.85926647, 2.78021827])"
177,1,21501,[],"array([4.80465489, 2.81155152])"
178,0,9953,"['cafe', 'coffee', 'free']","array([4.83109715, 2.81723769])"
179,0,29816,['donut'],"array([4.82459931, 2.95866447])"
180,1,237785,[],"array([4.86290994, 2.80243508])"
181,0,813,['choice'],"array([4.82380176, 2.81850928])"
182,1,86519,[],"array([4.8299936 , 2.83318906])"
183,0,72714,"['coffee', 'coffee']","array([4.81695495, 2.83426822])"
184,0,169196,['beer'],"array([4.74790112, 2.90714857])"
185,0,40177,['puerto'],"array([4.76469821, 2.81386072])"
186,1,183433,[],"array([4.75039206, 2.80530937])"
187,0,114,"['rustic', 'taavo']","array([4.79134238, 2.78202343])"
188,0,14355,"['breakfast', 'coffee', 'coffee']","array([4.85010592, 2.8251834 ])"
189,1,16049,[],"array([4.85677223, 2.8402905 ])"
190,0,20969,"['bar', 'burger']","array([4.87955174, 2.83728679])"
191,1,1319,[],"array([4.78804935, 2.77534453])"
192,0,47569,['bakery'],"array([4.81909597, 2.80777386])"
193,1,53523,[],"array([4.80428535, 2.78481006])"
194,0,17830,"['cheap', 'falafel', 'hummus', 'salads', 'soups', 'union']","array([4.7519114 , 2.77830685])"
195,1,29211,[],"array([4.78322488, 2.83843484])"
196,0,20445,['donut'],"array([4.79164722, 2.8546887 ])"
197,1,118847,[],"array([4.78847569, 2.86619841])"
198,0,21817,"['a-list', 'empanadas', 'sangria']","array([4.83497937, 2.85848027])"
199,1,34323,[],"array([4.82768521, 2.7616996 ])"
200,0,19897,"['beef', 'chicken', 'cuban', 'plantains', 'pork', 'stew']","array([4.86645338, 2.81015613])"
201,1,2033,[],"array([4.8680267 , 2.77141735])"
202,0,14327,"['brooklyn', 'coffee', 'coffee']","array([4.85812476, 2.77742319])"
203,1,429,[],"array([4.74971692, 2.79927551])"
204,0,9945,"['barbecue', 'bbq', 'beer', 'bourbon', 'cider', 'pork', 'ribs', 'sausage']","array([4.78954438, 2.75144746])"
205,1,20423,[],"array([4.88718623, 2.79181342])"
206,0,11134,"['bakery', 'cafe', 'sweets']","array([4.85585624, 2.79391723])"
207,1,9409,[],"array([4.87805301, 2.81727614])"
208,0,68216,[],"array([4.82608982, 2.86669308])"
209,1,144261,[],"array([4.81644554, 2.95529259])"
210,0,2660,[],"array([4.80973494, 2.92264415])"
211,1,56697,[],"array([4.6744227 , 2.87479691])"
212,0,33675,['bowling'],"array([4.70421105, 2.85240593])"
213,1,36242,[],"array([4.78017288, 2.94289697])"
214,0,184106,['pizza'],"array([4.77618801, 2.95847587])"
215,1,22938,[],"array([4.77637265, 2.78433916])"
216,0,11954,['baked'],"array([4.79661647, 2.82641929])"
217,0,49340,"['coffee', 'latte']","array([4.88524847, 2.85200548])"
218,1,30476,[],"array([4.82371005, 2.76881814])"
219,0,985,['drunk'],"array([4.78480793, 2.7946283 ])"
220,0,52135,[],"array([4.78216773, 2.97545286])"
221,1,76657,[],"array([4.79626858, 2.89413144])"
222,0,15960,[],"array([4.82879828, 2.83836431])"
223,1,39957,[],"array([4.90246846, 2.8006107 ])"
224,0,20497,['$1'],"array([4.8392204 , 2.84042362])"
225,1,2228,[],"array([4.7837292 , 2.73415148])"
226,0,12903,['brazilian'],"array([4.79159624, 2.79667226])"
227,1,50631,[],"array([4.6832905 , 2.91752844])"
228,0,70970,[],"array([4.69319471, 2.91971111])"
229,1,38456,[],"array([4.81043661, 2.85825692])"
230,1,32744,[],"array([4.85370239, 2.78180119])"
231,0,9707,"['brunch', 'cacio']","array([4.82546965, 2.79386413])"
232,1,98568,[],"array([4.83107861, 2.73133366])"
233,0,1394,"['bar', 'bbq', 'bourbon', 'cowgirls', 'douchbag', 'douchbags', 'karaoke', 'music', 'southern']","array([4.82700681, 2.82215793])"
234,1,2949,[],"array([4.8033028 , 2.84852021])"
235,0,125941,[],"array([4.77723806, 2.85824837])"
236,1,22719,[],"array([4.74427297, 2.76935985])"
237,0,6995,"['pasta', 'pizza', 'pizza']","array([4.72792582, 2.73860891])"
238,1,130314,[],"array([4.85955822, 2.80822723])"
239,0,11907,"['baguettes', 'brunch', 'coffee', 'cozy', 'french', 'lunch', 'sandwiches', 'tea']","array([4.88898867, 2.809127  ])"
240,1,54949,[],"array([4.81893637, 2.81787591])"
241,1,82146,[],"array([4.84819721, 2.81795744])"
242,0,1651,['conveyer'],"array([4.80099781, 2.88204643])"
243,1,8767,[],"array([4.80956973, 2.76048632])"
244,1,78645,[],"array([4.82975878, 2.84214687])"
245,0,239,"['beer', 'bison']","array([4.81636691, 2.82900895])"
246,1,39836,[],"array([4.85823555, 2.7882332 ])"
247,0,15743,"['baguettes', \"baker's\"]","array([4.8520707 , 2.80243406])"
248,1,170632,[],"array([4.8483948 , 2.92810725])"
249,0,39364,['indian'],"array([4.86064009, 2.97570624])"
250,1,32640,[],"array([4.92409975, 2.85246754])"
251,0,4987,"['barbecue', 'barbeque']","array([4.84271025, 2.82347424])"
252,1,69788,[],"array([4.89512034, 2.77812249])"
253,0,349,"['kebab', 'lahmajun']","array([4.87752515, 2.78814309])"
254,1,45720,[],"array([4.80476998, 2.76538809])"
255,0,108408,"['burrito', 'mole', 'wu']","array([4.83763266, 2.74809492])"
256,1,11067,[],"array([4.76966853, 2.79053595])"
257,0,75007,"['beer', 'cafe', 'coffee', 'coffee']","array([4.79152952, 2.75560247])"
258,1,49029,[],"array([4.69985808, 2.94237208])"
259,0,139117,['american'],"array([4.70648138, 2.93573684])"
260,1,224175,[],"array([4.8348919 , 2.79978128])"
261,0,6232,"['chinese', 'take-out']","array([4.87869503, 2.78030364])"
262,0,2538,"['korean', 'korean']","array([4.8292538, 2.844252 ])"
263,1,133970,[],"array([4.84239317, 2.75905595])"
264,0,41096,"['coffee', 'douchbags', 'melky', 'starbucks']","array([4.85784973, 2.75138263])"
265,0,28788,"['byob', 'cheap']","array([4.81900218, 2.78894256])"
266,1,26013,[],"array([4.78005533, 2.83028601])"
267,0,17698,"['cart', 'chicken', 'chicken']","array([4.77132982, 2.81613095])"
268,1,202050,[],"array([4.81790852, 2.84239758])"
269,1,9320,[],"array([4.78717634, 2.81212252])"
270,0,22366,['beer'],"array([4.80288678, 2.8067979 ])"
271,0,8164,"['bakery', 'brooklyn']","array([4.83803042, 2.75391098])"
272,1,27483,[],"array([4.74422897, 2.85252122])"
273,0,19393,"['cookies', 'cupcakes', 'dessert', 'espresso', 'events', 'filled']","array([4.76362398, 2.82835142])"
274,1,47991,[],"array([4.80204494, 2.84483957])"
275,0,476,"['bar', 'brazilian', 'coffee', 'coffee']","array([4.81737341, 2.82164495])"
276,1,96231,[],"array([4.84834356, 2.76353036])"
277,0,11846,['bedford'],"array([4.82873693, 2.776947  ])"
278,1,23442,[],"array([4.89590388, 2.7510286 ])"
279,0,15752,[],"array([4.86036453, 2.89090659])"
280,0,15085,"['coffee', 'douchbags']","array([4.8512848, 2.7388144])"
281,0,16683,['diner'],"array([4.83151677, 2.86474553])"
282,1,126257,[],"array([4.83293431, 2.83492657])"
283,0,19807,[],"array([4.88501956, 2.87731069])"
284,1,204208,[],"array([4.75761998, 2.77594831])"
285,0,13589,"['sushi', 'with']","array([4.79030526, 2.76778495])"
286,1,178972,[],"array([4.82106322, 2.86398737])"
287,0,6518,"['good_mark', 'green']","array([4.84850521, 2.80296456])"
288,0,59697,[],"array([5.052013  , 2.77190185])"
289,1,25948,[],"array([4.85855635, 2.85104227])"
290,0,28675,"['coffee', 'starbucks']","array([4.83841351, 2.85647095])"
291,1,52563,[],"array([4.77824767, 2.85569822])"
292,0,19359,['baked'],"array([4.77107943, 2.83244588])"
293,0,51152,['gossip'],"array([4.85205837, 2.81052094])"
294,1,49522,[],"array([4.74732972, 2.81112499])"
295,0,116111,"['cookies', 'scones', 'tea']","array([4.68472681, 2.76999039])"
296,1,13693,[],"array([4.71030977, 2.73526922])"
297,1,147677,[],"array([4.81845372, 2.79865195])"
298,0,24419,"['bakery', 'dessert', 'pies']","array([4.7791163, 2.8278271])"
299,1,44739,[],"array([4.798363  , 2.81395148])"
300,1,139307,[],"array([4.82938985, 2.85756822])"
301,0,24496,"['cafe', 'coffee', 'coffee']","array([4.83757234, 2.8231512 ])"
302,1,44226,[],"array([4.82937804, 2.79256338])"
303,0,638,"['breakfast', 'salads']","array([4.88012315, 2.75825945])"
304,1,111375,[],"array([4.75167331, 2.77509954])"
305,1,17734,[],"array([4.77266562, 2.82675555])"
306,0,309,"['dessert', 'icecream']","array([4.81445751, 2.8132243 ])"
307,0,31813,"['burritos', 'douchebag', 'good']","array([4.81059323, 2.86811146])"
308,1,1193,[],"array([4.8176399 , 2.79134726])"
309,1,59959,[],"array([4.84406476, 2.88342749])"
310,0,5222,"['burgers', 'drinks', 'food', 'music']","array([4.83515085, 2.89132115])"
311,1,850,[],"array([4.79675932, 2.76618522])"
312,0,1031,['bon'],"array([4.79226072, 2.79902295])"
313,1,82252,[],"array([4.77142485, 2.84494117])"
314,0,16020,"['brunch', 'burgers', 'college', 'comfort']","array([4.82486075, 2.82781664])"
315,1,51445,[],"array([4.89809169, 2.8384362 ])"
316,0,64971,"['barista', 'coffee', 'shakenicedtea', 'wifi']","array([4.90457925, 2.83979491])"
317,1,68370,[],"array([4.81862889, 2.85869526])"
318,0,82441,['deli'],"array([4.83015276, 2.87032544])"
319,1,181644,[],"array([4.7739292 , 2.79687856])"
320,0,12575,"['brunch', 'organic']","array([4.82687885, 2.77511838])"
321,1,5159,[],"array([4.84386866, 2.87305186])"
322,0,12741,['2'],"array([4.81087838, 2.90482089])"
323,1,149253,[],"array([4.83681084, 2.77125295])"
324,0,14102,"['breakfast', 'cake', 'coffee', 'cookies', 'cupcakes', 'gelato', 'gifts', 'iced']","array([4.8328387 , 2.74044279])"
325,0,37586,[\"Bloomin'\"],"array([4.82644756, 2.91720449])"
326,0,98639,"['coffee', 'starbucks']","array([4.76803248, 2.86712701])"
327,0,14334,['ice'],"array([4.83890477, 2.85352721])"
328,0,151325,[],"array([4.87191959, 2.91850943])"
329,1,71985,[],"array([4.93951083, 2.82787665])"
330,0,21657,"['BBQ', 'Bar-b-que', 'Restaurant', \"andre'\"]","array([4.92014061, 2.8195381 ])"
331,1,38956,[],"array([4.78344166, 2.89921425])"
332,0,26199,['social'],"array([4.80457667, 2.84441777])"
333,1,2358,[],"array([4.78827386, 2.7581633 ])"
334,0,6856,"['guacamole', 'margarita', 'pomegranate']","array([4.81230404, 2.78130341])"
335,1,37934,[],"array([4.79816226, 2.84523773])"
336,0,11362,['#'],"array([4.79170998, 2.81545706])"
337,0,13101,"['brooklyn', 'cafe', 'coffee', 'coffee']","array([4.81490168, 2.75502869])"
338,1,11206,[],"array([4.8251043 , 2.85380773])"
339,0,11734,['houston'],"array([4.84788189, 2.82062005])"
340,1,1267,[],"array([4.85404419, 2.89470032])"
341,0,24124,['bowling'],"array([4.88429502, 2.93680748])"
342,1,17476,[],"array([4.75892424, 2.68366264])"
343,0,639,"['bravo', 'chinese', 'fried']","array([4.77058181, 2.75916602])"
344,1,63432,[],"array([4.78423273, 2.81661335])"
345,0,751,['sushi'],"array([4.78138207, 2.78019811])"
346,1,62068,[],"array([4.85529819, 2.84420922])"
347,0,360,"['bakery', 'brownies', 'cakes', 'coffee', 'cupcake', 'cupcakes', 'dessert', 'desserts', 'pudding', 'sex']","array([4.80743525, 2.81973552])"
348,1,748,[],"array([4.77654834, 2.80541911])"
349,0,25753,['panko'],"array([4.75889926, 2.8093428 ])"
350,1,24672,[],"array([4.80768827, 2.79642081])"
351,1,11367,[],"array([4.80981185, 2.80522117])"
352,0,24355,"['italian', 'pizza']","array([4.78852788, 2.845985  ])"
353,0,649,['mexican'],"array([4.75979554, 2.66622886])"
354,0,57268,"['coffee', 'starbucks']","array([4.79751916, 2.79310192])"
355,1,41751,[],"array([4.78759898, 2.79933737])"
356,1,116148,[],"array([4.84733055, 2.80795779])"
357,0,73254,"['american', 'fried']","array([4.82776595, 2.78603065])"
358,1,238676,[],"array([4.85506541, 2.86569377])"
359,0,172,"['barbecue', 'barbeque']","array([4.88291816, 2.8358106 ])"
360,1,36661,[],"array([4.76837485, 2.98321567])"
361,0,50168,"['byob', 'cuban']","array([4.77073911, 2.9427497 ])"
362,1,27935,[],"array([4.88149889, 2.72639161])"
363,1,53868,[],"array([4.8619928 , 2.88079381])"
364,0,23136,[],"array([4.82292535, 2.89127443])"
365,1,8146,[],"array([4.8325448 , 2.81533478])"
366,0,700,"['#vday', 'bakery', 'bar', 'bistro', 'blackbook', 'blogger']","array([4.804666 , 2.8031498])"
367,1,44555,[],"array([4.87486231, 2.7878167 ])"
368,0,81616,['chambers'],"array([4.82758272, 2.77232254])"
369,1,141794,[],"array([4.84173117, 2.8484135 ])"
370,0,75029,"['pastries', 'starbucks']","array([4.90260733, 2.85104302])"
371,1,6083,[],"array([4.79484312, 2.74350576])"
372,0,80645,"['beer', 'biscuits', 'brunch', 'local', 'organic', 'seasonal', 'sustainable', 'wine']","array([4.80723994, 2.76015756])"
373,1,17387,[],"array([4.7659164 , 2.76388391])"
374,1,16654,[],"array([4.78048761, 2.83761874])"
375,0,13227,"['croissants', 'stumptown']","array([4.77418237, 2.81652809])"
376,1,58020,[],"array([4.79978707, 2.87261422])"
377,0,419,"['brunch', 'opentable']","array([4.82234686, 2.82685173])"
378,1,13356,[],"array([4.83873156, 2.87392213])"
379,0,9684,"['bakery', 'bubble']","array([4.79209926, 2.84331254])"
380,0,42775,"['burgers', 'happy']","array([4.81045493, 2.8457237 ])"
381,1,256434,[],"array([4.8344668 , 2.90373314])"
382,0,54085,[],"array([4.83981052, 2.91912306])"
383,1,287,[],"array([4.8594218 , 2.81608277])"
384,0,37983,"['bolt', 'coffee', 'la']","array([4.81316778, 2.77661214])"
385,1,12382,[],"array([4.73751991, 2.91844531])"
386,0,925,"['diner', 'knish', 'kosher', 'matzoh']","array([4.78615401, 2.86107228])"
387,1,7067,[],"array([4.80558086, 2.83208367])"
388,1,27075,[],"array([4.83757432, 2.79553052])"
389,0,5744,"['bbq', 'best']","array([4.82322677, 2.79439384])"
390,1,50343,[],"array([4.80433596, 2.71826119])"
391,0,24123,[],"array([4.82864122, 2.68448257])"
392,1,151828,[],"array([4.77559715, 2.79864451])"
393,0,362,"['bar', 'steakhouse', 'zagat-rated']","array([4.72221747, 2.82120889])"
394,1,26015,[],"array([4.83175232, 2.74925236])"
395,0,16364,['wine'],"array([4.8011551 , 2.79642801])"
396,1,249013,[],"array([4.76339188, 2.85369637])"
397,0,1193,[],"array([4.7655256 , 2.89646445])"
398,0,26754,"['airport', 'beach', 'brooklyn']","array([4.83826055, 2.72790447])"
399,1,43198,[],"array([4.86731436, 2.76200733])"
400,0,21345,"['appetizers', 'black']","array([4.86837388, 2.74323899])"
401,1,214716,[],"array([4.7991061 , 2.78892618])"
402,0,787,['daniel'],"array([4.80408873, 2.74612319])"
403,1,49807,[],"array([4.79738638, 2.84238291])"
404,0,180,['boston'],"array([4.83645326, 2.83423792])"
405,1,110689,[],"array([4.76651212, 2.85208358])"
406,0,958,['bar'],"array([4.81189781, 2.80030708])"
407,1,29193,[],"array([4.88838321, 2.77366271])"
408,0,945,"['burrito', 'full']","array([4.90109855, 2.79098678])"
409,1,53203,[],"array([4.84295116, 2.71032482])"
410,0,1192,"['diner', 'fried']","array([4.85774777, 2.72148969])"
411,0,19432,"['astoria', 'cheese', 'cocktails', 'date', 'date']","array([4.82392891, 2.88198729])"
412,1,104627,[],"array([4.81860139, 2.74601367])"
413,0,145078,['chicken'],"array([4.82146326, 2.7558972 ])"
414,1,70202,[],"array([4.75279859, 2.95599554])"
415,0,29092,"['coffee', 'coffee']","array([4.73916612, 2.96721171])"
416,1,8132,[],"array([4.87604135, 2.83750764])"
417,0,21324,"['24\\/7', 'coffee', 'expensive', 'starbucks', 'tea', 'unlocked']","array([4.84878319, 2.81291573])"
418,0,7908,"['bakery', 'cupcake', 'neue']","array([4.8236488 , 2.72830511])"
419,1,26289,[],"array([4.74324485, 2.80320575])"
420,0,11965,"['coffee', \"farmer's\"]","array([4.75282726, 2.80313213])"
421,0,35085,['andy'],"array([4.82545038, 2.81162426])"
422,1,20640,[],"array([4.86196853, 2.85795817])"
423,0,9476,[],"array([4.89469221, 2.88611458])"
